Timestamp,Robot,Delta_muestra,Input_d,d_ref,vel_ref,Input_vel,Input_theta,Output_d,Output_vel,Output_theta,curvatura,vel_crucero,curvatura_predecesor,control
2022-11-14 21:41:24.147209,S1,0.08815121650695801,12.8,10.0,27.546078324296175,28.092729631512437,0.0684828720962955,27.546078324296175,347.5563916493642,-21.092092893457124,0.0018586755065700207,15.0,0.0022644694802719328,True
2022-11-14 21:41:24.231132,L,0.08720898628234863,5.800000000000001,10.0,30.0,29.201043367776457,0.05136441031250926,0,379.5003794377965,-11.035199993043012,0.0022644694802719328,15.0,0.0,True
2022-11-14 21:41:24.241866,S1,0.08574438095092773,12.600000000000001,10.0,26.95703271408753,27.911449102311067,0.07308782500053079,26.95703271408753,340.6839628693282,-24.958915821208716,0.0018586755065700207,15.0,0.0022644694802719328,True
2022-11-14 21:41:24.250875,L,0.08403658866882324,3.7,10.0,30.0,29.92891017118047,0.04975389710399489,0,368.772463400222,-9.872320474829884,0.0016750304223695116,15.0,0.0,True
2022-11-14 21:41:24.330948,S1,0.0886085033416748,12.899999999999999,10.0,28.471179313152323,28.848212020142775,0.07280361695490946,28.471179313152323,348.67292143582495,-24.92451084028033,0.0018586755065700207,15.0,0.0022644694802719328,True
2022-11-14 21:41:24.340964,L,0.08846783638000488,2.8,10.0,30.0,30.341424005798515,-0.05025712847972859,0,364.16173133899144,70.2809973198053,0.0016750304223695116,15.0,0.0,True
2022-11-14 21:41:24.416023,S1,0.08491802215576172,13.0,10.0,29.103852647112646,27.945097266652187,0.07135679858347124,29.103852647112646,368.4561186354349,-23.948702185554666,0.0018586755065700207,15.0,0.0022644694802719328,True
2022-11-14 21:41:24.426032,L,0.0862741470336914,3.5,10.0,30.0,29.823639718178292,-0.05311452822182098,0,371.4720218306385,72.69341584263654,0.0018627056192869053,15.0,0.0,True
2022-11-14 21:41:24.503101,S1,0.0859067440032959,13.100000000000001,10.0,29.770028019914317,27.76515518580547,0.06898739256391877,29.770028019914317,378.1303640381225,-22.23086640492248,0.0018586755065700207,15.0,0.0016750304223695116,True
2022-11-14 21:41:24.513111,L,0.08568429946899414,0.9000000000000004,10.0,30.0,29.292825558372215,0.006677702386051032,0,377.98231756934325,24.835156727321184,0.0018627056192869053,15.0,0.0,True
2022-11-14 21:41:24.591180,S1,0.08661603927612305,13.100000000000001,10.0,30.026897212028512,28.305751817318328,0.06767440222844237,30.026897212028512,373.71129766137557,-21.3564490209571,0.002493685757619081,15.0,0.0016750304223695116,True
2022-11-14 21:41:24.600189,L,0.08682537078857422,3.5,10.0,30.0,29.98763642255193,0.05910977785978038,0,368.22699478789224,-17.263531098180675,0.0018627056192869053,15.0,0.0,True
2022-11-14 21:41:24.676256,S1,0.0855104923248291,13.100000000000001,10.0,30.291979738235483,29.793875812466904,0.017685954181665933,30.291979738235483,358.0172730880386,18.594633674268117,0.002493685757619081,15.0,0.0018627056192869053,True
2022-11-14 21:41:24.689268,L,0.08791899681091309,6.6,10.0,30.0,30.285829647585945,0.05758509157690501,0,365.0594876807393,-16.189454560316182,0.0018627056192869053,15.0,0.0,True
2022-11-14 21:41:24.761350,S1,0.08554863929748535,13.0,10.0,30.13693639948736,30.362042767638545,0.012087708254293025,30.13693639948736,349.88513773904,23.037016314979034,0.002493685757619081,15.0,0.0018627056192869053,True
2022-11-14 21:41:24.775556,L,0.0859370231628418,6.6,10.0,30.0,30.477811974940764,0.002657805196319663,0,362.7893455568027,27.75174058295812,0.005856155962516008,15.0,0.0,True
2022-11-14 21:41:24.851627,S1,0.08565759658813477,13.3,10.0,31.666318888248263,30.06891060159209,0.01163518241955139,31.666318888248263,375.00202726290524,23.368536166201633,0.002493685757619081,15.0,0.0018627056192869053,True
2022-11-14 21:41:24.863636,L,0.08774614334106445,9.4,10.0,30.0,30.416084948617407,-0.05712439808676254,0,363.7507963117864,75.7282980900019,0.005856155962516008,15.0,0.0,True
2022-11-14 21:41:24.933700,S1,0.08558273315429688,13.3,10.0,31.91371874427796,30.134020600817813,0.012515834137841353,31.91371874427796,375.57945252854154,22.631724882521894,0.002493685757619081,15.0,0.0018627056192869053,True
2022-11-14 21:41:24.949714,L,0.08540129661560059,7.300000000000001,10.0,30.0,29.75013258592739,-0.06470824018383224,0,372.4943472489309,81.95523173415593,0.005856155962516008,15.0,0.0,True
2022-11-14 21:41:25.021779,S1,0.08547759056091309,13.100000000000001,10.0,31.355301329580154,30.621294322951144,0.009506344670356093,31.355301329580154,361.7202915739043,25.015394053368237,0.002493685757619081,15.0,0.005856155962516008,True
2022-11-14 21:41:25.035797,L,0.08591866493225098,7.300000000000001,10.0,30.0,30.109494899875813,-0.06642912894412363,0,366.96513357969616,83.50248007307266,0.005856155962516008,15.0,0.0,True
2022-11-14 21:41:25.114864,S1,0.09214472770690918,13.100000000000001,10.0,31.664347930908214,30.915259501215992,0.009614652844895637,31.664347930908214,363.27903606120447,24.901805493196242,0.002493685757619081,15.0,0.005856155962516008,True
2022-11-14 21:41:25.121871,L,0.0855414867401123,16.1,10.0,30.0,30.009862727943165,-0.069003357116766,0,368.69376336553717,85.739042744447,0.005856155962516008,15.0,0.0,True
2022-11-14 21:41:25.207949,L,0.08555817604064941,31.5,10.0,30.0,30.712626541059244,-0.06877698140302962,0,359.20079612248213,85.73414777394399,0.005856155962516008,15.0,0.0,True
2022-11-14 21:41:25.208950,S1,0.0921626091003418,12.899999999999999,10.0,31.10991872277118,29.526356668599455,0.011521859161733622,31.10991872277118,374.4736790712293,23.34398871653051,0.0007822336304800164,15.0,0.005856155962516008,True
